3.000000	5.829
3.150000	5.829
3.350000	5.829
3.550000	5.829
3.750000	5.829
4.000000	5.829
4.250000	5.829
4.500000	5.829
4.750000	5.829
5.000000	5.829
5.300000	5.829
5.600000	5.829
6.000000	5.829
6.300000	5.829
6.700000	5.829
7.100000	5.829
7.500000	5.829
8.000000	5.829
8.500000	5.829
9.000000	5.829
9.500000	5.829
10.000000	5.829
10.600000	5.829
11.200000	5.829
11.800000	5.829
12.500000	5.829
13.200000	5.829
14.000000	5.829
15.000000	5.829
16.000000	5.829
17.000000	5.829
18.000000	5.827
19.000000	5.825
20.000000	5.823
21.200001	5.819
22.400000	5.813
23.600000	5.803
25.000000	5.787
26.500000	5.761
28.000000	5.725
30.000000	5.657
31.500000	5.589
33.500000	5.479
35.500000	5.350
37.500000	5.209
40.000000	5.022
42.500000	4.831
45.000000	4.643
47.500000	4.460
50.000000	4.284
53.000000	4.083
56.000000	3.892
60.000000	3.656
63.000000	3.490
67.000000	3.284
71.000000	3.094
75.000000	2.917
80.000000	2.714
85.000000	2.529
90.000000	2.370
95.000000	2.244
100.000000	2.152
106.000000	2.077
112.000000	2.027
118.000000	1.990
125.000000	1.951
132.000000	1.912
140.000000	1.867
150.000000	1.813
160.000000	1.761
170.000000	1.713
180.000000	1.668
190.000000	1.625
200.000000	1.584
212.000000	1.537
224.000000	1.493
236.000000	1.451
250.000000	1.405
265.000000	1.359
280.000000	1.314
300.000000	1.259
315.000000	1.218
335.000000	1.164
355.000000	1.112
375.000000	1.059
400.000000	0.994
425.000000	0.931
450.000000	0.872
475.000000	0.814
500.000000	0.760
530.000000	0.698
560.000000	0.640
600.000000	0.567
630.000000	0.516
670.000000	0.450
710.000000	0.389
750.000000	0.330
800.000000	0.260
850.000000	0.194
900.000000	0.129
950.000000	0.066
1000.000000	0.004
1060.000000	-0.068
1120.000000	-0.135
1180.000000	-0.201
1250.000000	-0.273
1320.000000	-0.341
1400.000000	-0.414
1500.000000	-0.501
1600.000000	-0.582
1700.000000	-0.659
1800.000000	-0.732
1900.000000	-0.802
2000.000000	-0.870
2120.000000	-0.949
2240.000000	-1.026
2360.000000	-1.100
2500.000000	-1.183
2650.000000	-1.267
2800.000000	-1.346
3000.000000	-1.445
3150.000000	-1.516
3350.000000	-1.604
3550.000000	-1.688
3750.000000	-1.767
4000.000000	-1.860
4250.000000	-1.948
4500.000000	-2.030
4750.000000	-2.108
5000.000000	-2.182
5300.000000	-2.266
5600.000000	-2.346
6000.000000	-2.445
6300.000000	-2.515
6700.000000	-2.603
7100.000000	-2.684
7500.000000	-2.760
8000.000000	-2.844
8500.000000	-2.919
9000.000000	-2.987
9500.000000	-3.048
10000.000000	-3.104
10600.000000	-3.169
11200.000000	-3.229
11800.000000	-3.286
12500.000000	-3.349
13200.000000	-3.408
14000.000000	-3.472
15000.000000	-3.547
16000.000000	-3.615
17000.000000	-3.677
18000.000000	-3.729
19000.000000	-3.772
20000.000000	-3.803
21200.000000	-3.827
22400.000000	-3.839
